name,abv,price,size,kind,establishment_type,bar_name,county_name,beer_category,origin_zone,bar_url,beer_url
Weihenstephaner Hefeweissbier,5.4,8.0,16.0,Draft,Bar,District Social,New York,Wheat,world,https://www.beermenus.com/places/27894-district-social,https://www.beermenus.com/beers/373-weihenstephaner-hefeweissbier
Weihenstepher Hefeweiss,5.4,8.0,16.0,Draft,Bar,District Tap House,New York,Wheat,world,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/183522-weihenstepher-hefeweiss
Weihenstephaner Vitus,7.7,8.0,14.0,Draft,Bar,Rattle N Hum West,New York,Wheat,world,https://www.beermenus.com/places/26966-rattle-n-hum-west,https://www.beermenus.com/beers/2802-weihenstephaner-vitus
Weihenstephaner Hefeweissbier,5.4,8.0,16.0,Draft,Bar,Beer Authority,New York,Wheat,world,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/373-weihenstephaner-hefeweissbier
Weihenstephaner Hefeweissbier,5.4,7.0,16.0,Draft,Bar,Fulton Ale House,Kings,Wheat,world,https://www.beermenus.com/places/50400-fulton-ale-house,https://www.beermenus.com/beers/373-weihenstephaner-hefeweissbier
Weinhenstephaner Hefeweissbier,5.4,9.5,16.0,Draft,Bar,Daltons Bar And Grill,New York,Wheat,world,https://www.beermenus.com/places/10056-daltons-bar-and-grill,https://www.beermenus.com/beers/177829-weinhenstephaner-hefeweissbier
Weihenstephaner Original,5.1,8.0,14.0,Draft,Bar,Fine Time,Kings,Lager,world,https://www.beermenus.com/places/45860-fine-time,https://www.beermenus.com/beers/27915-weihenstephaner-original
Weihenstephaner Hefeweissbier,5.4,10.0,20.0,Draft,Bar,The Three Monkeys Bar,New York,Wheat,world,https://www.beermenus.com/places/2325-the-three-monkeys-bar,https://www.beermenus.com/beers/373-weihenstephaner-hefeweissbier
Weihenstephaner Hefeweissbier,5.4,9.0,16.0,Draft,Bar,Valhalla,New York,Wheat,world,https://www.beermenus.com/places/540-valhalla,https://www.beermenus.com/beers/373-weihenstephaner-hefeweissbier
Weihenstephaner Vitus,7.7,10.0,12.0,Bottle,Bar,Valhalla,New York,Wheat,world,https://www.beermenus.com/places/540-valhalla,https://www.beermenus.com/beers/2802-weihenstephaner-vitus
Weihenstepher Hefeweiss,5.4,7.0,12.0,Bottle,Bar,Astoria Craft Bar & Kitchen,Queens,Wheat,world,https://www.beermenus.com/places/21428-astoria-craft-bar-kitchen,https://www.beermenus.com/beers/183522-weihenstepher-hefeweiss
Weihenstepher Hefeweiss,5.4,7.0,17.0,Bottle,Bar,Adobe Blues,Richmond,Wheat,world,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/183522-weihenstepher-hefeweiss
Weinhenstephaner Hefeweissbier,5.4,9.0,20.0,Draft,Bar,Austin's Ale House,Queens,Wheat,world,https://www.beermenus.com/places/525-austin-s-ale-house,https://www.beermenus.com/beers/177829-weinhenstephaner-hefeweissbier
Weihenstephaner Hefeweissbier,5.4,8.0,16.0,Draft,Bar,Buddha Beer Bar,New York,Wheat,world,https://www.beermenus.com/places/3693-buddha-beer-bar,https://www.beermenus.com/beers/373-weihenstephaner-hefeweissbier
Westmalle Tripel,9.5,14.0,11.2,Bottle,Restaurant,Treadwell Park Downtown,New York,Belgian,world,https://www.beermenus.com/places/49223-treadwell-park-downtown,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,10.0,11.0,Bottle,Bar,One Mile House,New York,Belgian,world,https://www.beermenus.com/places/3332-one-mile-house,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,12.0,12.0,Bottle,Bar,Blind Tiger Ale House,New York,Belgian,world,https://www.beermenus.com/places/188-blind-tiger-ale-house,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Tripel,9.5,12.0,11.0,Bottle,Bar,Barrow Street Alehouse,New York,Belgian,world,https://www.beermenus.com/places/8199-barrow-street-alehouse,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,12.0,11.2,Bottle,Bar,Fourth Avenue Pub,Kings,Belgian,world,https://www.beermenus.com/places/278-fourth-avenue-pub,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,12.0,11.2,Bottle,Bar,Fourth Avenue Pub,Kings,Belgian,world,https://www.beermenus.com/places/278-fourth-avenue-pub,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Trappist Ale Dubbel,7.0,10.0,12.0,Bottle,Bar,Watershed,Kings,Belgian,world,https://www.beermenus.com/places/40335-watershed,https://www.beermenus.com/beers/88557-westmalle-trappist-ale-dubbel
Westmalle Dubbel,7.0,13.0,11.0,Bottle,Restaurant,Croxley's Abbey,Kings,Belgian,world,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Dubbel,7.0,13.0,11.2,Bottle,Restaurant,Giorgio's of Gramercy,New York,Belgian,world,https://www.beermenus.com/places/30343-giorgio-s-of-gramercy,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,13.0,11.2,Bottle,Restaurant,Giorgio's of Gramercy,New York,Belgian,world,https://www.beermenus.com/places/30343-giorgio-s-of-gramercy,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,9.5,12.0,Bottle,Bar,Sugarburg,Kings,Belgian,world,https://www.beermenus.com/places/16204-sugarburg,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Dubbel,7.0,12.0,12.0,Bottle,Bar,Rattle N Hum West,New York,Belgian,world,https://www.beermenus.com/places/26966-rattle-n-hum-west,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,14.0,11.2,Bottle,,Treadwell Park West,New York,Belgian,world,https://www.beermenus.com/places/56966-treadwell-park-west,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Tripel,9.5,13.0,11.0,Bottle,Bar,Valhalla,New York,Belgian,world,https://www.beermenus.com/places/540-valhalla,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,12.0,11.0,Bottle,Restaurant,Amsterdam Ale House,New York,Belgian,world,https://www.beermenus.com/places/640-amsterdam-ale-house,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,12.0,11.0,Bottle,Restaurant,Amsterdam Ale House,New York,Belgian,world,https://www.beermenus.com/places/640-amsterdam-ale-house,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,16.0,12.0,Bottle,Restaurant,Cafe D'Alsace,New York,Belgian,world,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,16.0,12.0,Bottle,Restaurant,Cafe D'Alsace,New York,Belgian,world,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,12.0,11.2,Bottle,Restaurant,Third Avenue Ale House,New York,Belgian,world,https://www.beermenus.com/places/7744-third-avenue-ale-house,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,12.0,11.2,Bottle,Restaurant,Third Avenue Ale House,New York,Belgian,world,https://www.beermenus.com/places/7744-third-avenue-ale-house,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Tripel,9.5,14.99,25.4,Bottle,Bar,Broadway Dive,New York,Belgian,world,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,10.0,11.2,Bottle,,BAR 177 NYC,New York,Belgian,world,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,11.0,11.2,Bottle,,BAR 177 NYC,New York,Belgian,world,https://www.beermenus.com/places/57885-bar-177-nyc,https://www.beermenus.com/beers/745-westmalle-tripel
Westmalle Dubbel,7.0,10.0,11.2,Bottle,Bar,BAR 180 NYC,New York,Belgian,world,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/105-westmalle-dubbel
Westmalle Tripel,9.5,10.0,12.0,Bottle,Bar,BAR 180 NYC,New York,Belgian,world,https://www.beermenus.com/places/42483-bar-180-nyc,https://www.beermenus.com/beers/745-westmalle-tripel
Wolffer Cider White,6.9,10.0,12.0,Bottle,Restaurant,Treadwell Park Downtown,New York,Fruit,state,https://www.beermenus.com/places/49223-treadwell-park-downtown,https://www.beermenus.com/beers/221803-wolffer-cider-white
Wolffer Dry Rosé Cider,6.9,10.0,12.0,Bottle,Restaurant,Treadwell Park Downtown,New York,Fruit,state,https://www.beermenus.com/places/49223-treadwell-park-downtown,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,11.0,12.0,Bottle,Bar,One Mile House,New York,Fruit,state,https://www.beermenus.com/places/3332-one-mile-house,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,,Bottle,,Botanica Bar,New York,Fruit,state,https://www.beermenus.com/places/63726-botanica-bar,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wölffer Estate:NO.139 Dry White Cider,6.9,10.0,12.0,Bottle,Bar,Someday Bar NYC,Kings,Fruit,state,https://www.beermenus.com/places/63434-someday-bar-nyc,https://www.beermenus.com/beers/130023-w-lffer-estate-no-139-dry-white-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Draft,Bar,Amity Hall,New York,Fruit,state,https://www.beermenus.com/places/1345-amity-hall,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,10.0,10.0,Bottle,Bar,Coopers Craft & Kitchen,New York,Fruit,state,https://www.beermenus.com/places/2962-coopers-craft-kitchen,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,,12.0,Can,,White Oak Tavern,New York,Fruit,state,https://www.beermenus.com/places/65124-white-oak-tavern,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,11.0,12.0,Bottle,Restaurant,Fulton Hall,Kings,Fruit,state,https://www.beermenus.com/places/55758-fulton-hall,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Can,Bar,Barrow Street Alehouse,New York,Fruit,state,https://www.beermenus.com/places/8199-barrow-street-alehouse,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Arts and Crafts Beer Parlor,New York,Fruit,state,https://www.beermenus.com/places/14296-arts-and-crafts-beer-parlor,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,13.0,12.0,Bottle,Restaurant,The Smith (East Village),New York,Fruit,state,https://www.beermenus.com/places/1957-the-smith-east-village,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,10.0,12.0,Bottle,Bar,Travel Bar,Kings,Fruit,state,https://www.beermenus.com/places/42176-travel-bar,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,10.0,Can,Bar,Fourth Avenue Pub,Kings,Fruit,state,https://www.beermenus.com/places/278-fourth-avenue-pub,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Petite Rose Non-Alcoholic Cider,0.0,5.0,12.0,Bottle,Bar,The Roof at Whole Foods Market Gowanus,Kings,Fruit,state,https://www.beermenus.com/places/14024-the-roof-at-whole-foods-market-gowanus,https://www.beermenus.com/beers/301484-wolffer-petite-rose-non-alcoholic-cider
Wolffer Dry Rosé Cider,6.9,9.0,10.0,Draft,Bar,Coopers Craft and Kitchen: Chelsea,New York,Fruit,state,https://www.beermenus.com/places/19285-coopers-craft-and-kitchen-chelsea,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Logan’s Run,Kings,Fruit,state,https://www.beermenus.com/places/57966-logan-s-run,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Draft,Bar,We Got Company,Kings,Fruit,state,https://www.beermenus.com/places/60038-we-got-company,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,The Fulton Grand,Kings,Fruit,state,https://www.beermenus.com/places/1954-the-fulton-grand,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,13.0,12.0,Bottle,Restaurant,The Smith (Nomad),New York,Fruit,state,https://www.beermenus.com/places/42680-the-smith-nomad,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,9.0,Draft,,The Holler,Kings,Fruit,state,https://www.beermenus.com/places/60470-the-holler,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,11.0,Can,Bar,Sugarburg,Kings,Fruit,state,https://www.beermenus.com/places/16204-sugarburg,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,10.0,Can,Bar,Washington Commons,Kings,Fruit,state,https://www.beermenus.com/places/740-washington-commons,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,8.0,10.0,Can,Bar,Greenwood Park,Kings,Fruit,state,https://www.beermenus.com/places/6530-greenwood-park,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Union Street Pub,Kings,Fruit,state,https://www.beermenus.com/places/31257-union-street-pub,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,10.0,12.0,Bottle,Bar,Rattle N Hum West,New York,Fruit,state,https://www.beermenus.com/places/26966-rattle-n-hum-west,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Nostrand Avenue Pub,Kings,Fruit,state,https://www.beermenus.com/places/9998-nostrand-avenue-pub,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,10.0,11.2,Bottle,,Treadwell Park West,New York,Fruit,state,https://www.beermenus.com/places/56966-treadwell-park-west,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Deacon Brodie's Tavern,New York,Fruit,state,https://www.beermenus.com/places/31417-deacon-brodie-s-tavern,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,13.0,12.0,Bottle,Restaurant,The Smith (Midtown),New York,Fruit,state,https://www.beermenus.com/places/23505-the-smith-midtown,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Restaurant,John Brown Smokehouse,Queens,Fruit,state,https://www.beermenus.com/places/8121-john-brown-smokehouse,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,10.0,12.0,Bottle,Bar,Valhalla,New York,Fruit,state,https://www.beermenus.com/places/540-valhalla,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,13.0,12.0,Bottle,Restaurant,The Smith (Lincoln Square),New York,Fruit,state,https://www.beermenus.com/places/64544-the-smith-lincoln-square,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Workshop,New York,Fruit,state,https://www.beermenus.com/places/44273-workshop,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Draft,Bar,Bar43,Queens,Fruit,state,https://www.beermenus.com/places/9902-bar43,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,The Dead Poet,New York,Fruit,state,https://www.beermenus.com/places/215-the-dead-poet,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,10.0,12.0,Bottle,Bar,Madam Marie's Bar NYC,Queens,Fruit,state,https://www.beermenus.com/places/49539-madam-marie-s-bar-nyc,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,5.0,6.0,Draft,Restaurant,Craft House Beer Garden,Richmond,Fruit,state,https://www.beermenus.com/places/16180-craft-house-beer-garden,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Judy & Punch,Queens,Fruit,state,https://www.beermenus.com/places/17480-judy-punch,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,8.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Fruit,state,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,8.0,12.0,Bottle,Bar,The Hop Shoppe,Richmond,Fruit,state,https://www.beermenus.com/places/33045-the-hop-shoppe,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,4.0,12.0,Bottle,Bar,Broadway Dive,New York,Fruit,state,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Restaurant,Arts and Crafts Beer Parlor - MH,New York,Fruit,state,https://www.beermenus.com/places/29477-arts-and-crafts-beer-parlor-mh,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wölffer No. 139 Dry Red,6.9,9.0,12.0,Bottle,Restaurant,Arts and Crafts Beer Parlor - MH,New York,Fruit,state,https://www.beermenus.com/places/29477-arts-and-crafts-beer-parlor-mh,https://www.beermenus.com/beers/282175-w-lffer-no-139-dry-red
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Bar,Hogshead Tavern,New York,Fruit,state,https://www.beermenus.com/places/19240-hogshead-tavern,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wölffer Estate:NO.139 Dry White Cider,6.9,9.0,12.0,Bottle,Bar,Hogshead Tavern,New York,Fruit,state,https://www.beermenus.com/places/19240-hogshead-tavern,https://www.beermenus.com/beers/130023-w-lffer-estate-no-139-dry-white-cider
Wolffer Dry Rosé Cider,6.9,7.0,12.0,Bottle,Bar,The Beer Garden,Richmond,Fruit,state,https://www.beermenus.com/places/2987-the-beer-garden,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Wolffer Dry Rosé Cider,6.9,9.0,12.0,Bottle,Restaurant,The Richmond Republic,Richmond,Fruit,state,https://www.beermenus.com/places/55328-the-richmond-republic,https://www.beermenus.com/beers/84860-wolffer-dry-ros-cider
Cider Creek Loganberry,6.9,8.0,12.0,Can,Restaurant,Treadwell Park Downtown,New York,Fruit,state,https://www.beermenus.com/places/49223-treadwell-park-downtown,https://www.beermenus.com/beers/211463-cider-creek-loganberry
